period,year,month,EW_total_individuals_SA,EW_bankruptcy_SA,EW_DRO_SA,EW_IVA_SA,EW_total_individuals_NSA,EW_bankruptcy_NSA,EW_DRO_NSA,EW_IVA_NSA,EW_IVA_approved_SA,EW_IVA_approved_NSA,EW_IVA_approved_rate_per_10000,EW_individual_rate_per_10000,EW_bankruptcy_rate_per_10000,EW_DRO_rate_per_10000,EW_IVA_rate_per_10000,EW_creditor_bankrupt_SA,EW_debtor_bankrupt_SA,EW_creditor_bankrupt_NSA,EW_debtor_bankrupt_NSA,EW_self_employed_bankrupt_SA,EW_other_bankrupt_SA,EW_self_employed_bankrupt_NSA,EW_other_bankrupt_NSA,EW_unknown_bankrupt_NSA,EW_total_IPO_IPA_NSA,EW_IPO_NSA,EW_IPA_NSA,EW_total_breathing_space_NSA,EW_standard_breathing_space_NSA,EW_mental_health_breathing_space_NSA
2000-01,2000,1,2653,1856,[z],797,2454,1781,[z],673,746,618,1.9,7.3,5.4,[z],1.9,688,1168,702,1079,[x],[x],[x],[x],1779,[x],[x],[x],[z],[z],[z]
2000-02,2000,2,2432,1734,[z],698,2514,1849,[z],665,711,726,2,7.4,5.4,[z],1.9,594,1140,538,1311,[x],[x],[x],[x],1848,[x],[x],[x],[z],[z],[z]
2000-03,2000,3,2512,1732,[z],780,2859,2038,[z],821,822,826,2,7.4,5.4,[z],2,627,1105,686,1352,[x],[x],[x],[x],2037,[x],[x],[x],[z],[z],[z]
2000-04,2000,4,2366,1656,[z],710,2205,1541,[z],664,724,701,2.1,7.3,5.3,[z],2.1,565,1091,543,998,[x],[x],[x],[x],1538,[x],[x],[x],[z],[z],[z]
2000-05,2000,5,2426,1744,[z],682,2640,1888,[z],752,574,631,2.1,7.4,5.3,[z],2.1,682,1062,775,1113,[x],[x],[x],[x],1886,[x],[x],[x],[z],[z],[z]
2000-06,2000,6,2539,1851,[z],688,2683,1998,[z],685,626,659,2.1,7.5,5.3,[z],2.1,731,1120,811,1187,[x],[x],[x],[x],1997,[x],[x],[x],[z],[z],[z]
2000-07,2000,7,2411,1779,[z],632,2450,1809,[z],641,601,653,2.1,7.4,5.3,[z],2.1,698,1081,718,1091,[x],[x],[x],[x],1805,[x],[x],[x],[z],[z],[z]
2000-08,2000,8,2409,1865,[z],544,2504,1898,[z],606,506,593,2.1,7.5,5.4,[z],2.1,719,1146,685,1213,[x],[x],[x],[x],1896,[x],[x],[x],[z],[z],[z]
2000-09,2000,9,2361,1782,[z],579,2321,1716,[z],605,574,556,2,7.4,5.3,[z],2.1,658,1124,667,1049,[x],[x],[x],[x],1713,[x],[x],[x],[z],[z],[z]
2000-10,2000,10,2443,1851,[z],592,2496,1872,[z],624,575,588,2,7.4,5.4,[z],2,672,1179,663,1209,[x],[x],[x],[x],1870,[x],[x],[x],[z],[z],[z]
2000-11,2000,11,2509,1877,[z],632,2532,1909,[z],623,640,645,1.9,7.4,5.4,[z],2,680,1197,670,1239,[x],[x],[x],[x],1908,[x],[x],[x],[z],[z],[z]
2000-12,2000,12,2449,1846,[z],603,1853,1275,[z],578,621,526,1.9,7.3,5.4,[z],2,642,1204,498,777,[x],[x],[x],[x],1274,[x],[x],[x],[z],[z],[z]
2001-01,2001,1,2328,1758,[z],570,2393,1864,[z],529,576,513,1.9,7.3,5.4,[z],1.9,625,1133,702,1162,[x],[x],[x],[x],1863,[x],[x],[x],[z],[z],[z]
2001-02,2001,2,2663,2039,[z],624,2589,2031,[z],558,609,585,1.9,7.3,5.4,[z],1.9,745,1294,638,1393,[x],[x],[x],[x],2030,[x],[x],[x],[z],[z],[z]
2001-03,2001,3,2524,1946,[z],578,2774,2197,[z],577,563,541,1.8,7.3,5.5,[z],1.8,667,1279,711,1486,[x],[x],[x],[x],2192,[x],[x],[x],[z],[z],[z]
2001-04,2001,4,2696,2135,[z],561,2633,2086,[z],547,548,548,1.7,7.4,5.6,[z],1.8,677,1458,673,1413,[x],[x],[x],[x],2084,[x],[x],[x],[z],[z],[z]
2001-05,2001,5,2462,1936,[z],526,2601,2029,[z],572,512,566,1.7,7.4,5.6,[z],1.8,642,1294,702,1327,[x],[x],[x],[x],2026,[x],[x],[x],[z],[z],[z]
2001-06,2001,6,2427,1929,[z],498,2491,2019,[z],472,463,460,1.7,7.3,5.6,[z],1.7,663,1266,732,1287,[x],[x],[x],[x],2017,[x],[x],[x],[z],[z],[z]
2001-07,2001,7,2531,2009,[z],522,2691,2138,[z],553,537,606,1.7,7.4,5.7,[z],1.7,662,1347,705,1433,[x],[x],[x],[x],2137,[x],[x],[x],[z],[z],[z]
2001-08,2001,8,2462,1956,[z],506,2520,1959,[z],561,477,544,1.7,7.4,5.7,[z],1.7,613,1343,573,1386,[x],[x],[x],[x],1957,[x],[x],[x],[z],[z],[z]
2001-09,2001,9,2417,1915,[z],502,2241,1748,[z],493,506,480,1.6,7.4,5.7,[z],1.7,592,1323,570,1178,[x],[x],[x],[x],1747,[x],[x],[x],[z],[z],[z]
2001-10,2001,10,2496,2003,[z],493,2692,2145,[z],547,488,512,1.6,7.4,5.8,[z],1.6,636,1367,663,1482,[x],[x],[x],[x],2142,[x],[x],[x],[z],[z],[z]
2001-11,2001,11,2352,1914,[z],438,2366,1934,[z],432,445,441,1.6,7.4,5.8,[z],1.6,585,1329,575,1359,[x],[x],[x],[x],1934,[x],[x],[x],[z],[z],[z]
2001-12,2001,12,2461,2014,[z],447,1830,1405,[z],425,483,411,1.5,7.4,5.8,[z],1.5,630,1384,493,912,[x],[x],[x],[x],1402,[x],[x],[x],[z],[z],[z]
2002-01,2002,1,2514,1987,[z],527,2514,2036,[z],478,525,470,1.5,7.4,5.8,[z],1.5,577,1410,634,1402,[x],[x],[x],[x],2035,[x],[x],[x],[z],[z],[z]
2002-02,2002,2,2469,1944,[z],525,2424,1959,[z],465,512,485,1.5,7.3,5.8,[z],1.5,570,1374,494,1465,[x],[x],[x],[x],1959,[x],[x],[x],[z],[z],[z]
2002-03,2002,3,2427,1961,[z],466,2437,2000,[z],437,517,494,1.5,7.2,5.8,[z],1.5,582,1379,590,1410,[x],[x],[x],[x],1998,[x],[x],[x],[z],[z],[z]
2002-04,2002,4,2464,1935,[z],529,2696,2158,[z],538,508,506,1.5,7.3,5.8,[z],1.5,558,1377,604,1554,[x],[x],[x],[x],2156,[x],[x],[x],[z],[z],[z]
2002-05,2002,5,2799,2235,[z],564,2911,2303,[z],608,556,602,1.5,7.3,5.9,[z],1.5,639,1596,681,1622,[x],[x],[x],[x],2299,[x],[x],[x],[z],[z],[z]
2002-06,2002,6,2259,1772,[z],487,2208,1765,[z],443,423,419,1.5,7.3,5.8,[z],1.5,596,1176,619,1146,[x],[x],[x],[x],1762,[x],[x],[x],[z],[z],[z]
2002-07,2002,7,2445,2007,[z],438,2747,2259,[z],488,467,537,1.4,7.3,5.8,[z],1.5,600,1407,676,1583,[x],[x],[x],[x],2257,[x],[x],[x],[z],[z],[z]
2002-08,2002,8,2623,2070,[z],553,2564,1979,[z],585,543,593,1.5,7.3,5.8,[z],1.5,620,1450,569,1410,[x],[x],[x],[x],1978,[x],[x],[x],[z],[z],[z]
2002-09,2002,9,2648,2106,[z],542,2591,2032,[z],559,565,560,1.5,7.4,5.9,[z],1.5,661,1445,658,1374,[x],[x],[x],[x],2028,[x],[x],[x],[z],[z],[z]
2002-10,2002,10,2490,1962,[z],528,2652,2065,[z],587,551,593,1.5,7.3,5.9,[z],1.5,586,1376,594,1471,[x],[x],[x],[x],2061,[x],[x],[x],[z],[z],[z]
2002-11,2002,11,2703,2157,[z],546,2643,2127,[z],516,533,506,1.5,7.4,5.9,[z],1.5,642,1515,636,1491,[x],[x],[x],[x],2125,[x],[x],[x],[z],[z],[z]
2002-12,2002,12,2677,2109,[z],568,2131,1561,[z],570,574,510,1.5,7.5,5.9,[z],1.5,652,1457,527,1034,[x],[x],[x],[x],1555,[x],[x],[x],[z],[z],[z]
2003-01,2003,1,2688,2147,[z],541,2662,2179,[z],483,551,484,1.5,7.5,6,[z],1.5,641,1506,707,1472,[x],[x],[x],[x],2176,[x],[x],[x],[z],[z],[z]
2003-02,2003,2,2787,2233,[z],554,2731,2246,[z],485,595,555,1.6,7.6,6,[z],1.5,683,1550,602,1644,[x],[x],[x],[x],2243,[x],[x],[x],[z],[z],[z]
2003-03,2003,3,2868,2280,[z],588,3070,2524,[z],546,555,530,1.6,7.7,6.2,[z],1.6,720,1560,739,1785,[x],[x],[x],[x],2517,[x],[x],[x],[z],[z],[z]
2003-04,2003,4,2834,2255,[z],579,2942,2357,[z],585,625,641,1.6,7.8,6.2,[z],1.6,707,1548,746,1611,[x],[x],[x],[x],2353,[x],[x],[x],[z],[z],[z]
2003-05,2003,5,2910,2299,[z],611,2903,2280,[z],623,645,670,1.6,7.8,6.2,[z],1.6,649,1650,674,1606,[x],[x],[x],[x],2277,[x],[x],[x],[z],[z],[z]
2003-06,2003,6,2962,2215,[z],747,3053,2324,[z],729,638,665,1.7,8,6.3,[z],1.6,560,1655,595,1729,[x],[x],[x],[x],2320,[x],[x],[x],[z],[z],[z]
2003-07,2003,7,2972,2332,[z],640,3271,2558,[z],713,631,725,1.7,8.1,6.4,[z],1.7,653,1679,707,1851,[x],[x],[x],[x],2555,[x],[x],[x],[z],[z],[z]
2003-08,2003,8,2946,2322,[z],624,2752,2122,[z],630,627,663,1.7,8.1,6.4,[z],1.7,647,1675,579,1543,[x],[x],[x],[x],2118,[x],[x],[x],[z],[z],[z]
2003-09,2003,9,3158,2486,[z],672,3287,2564,[z],723,594,607,1.7,8.3,6.6,[z],1.8,700,1786,748,1816,[x],[x],[x],[x],2559,[x],[x],[x],[z],[z],[z]
2003-10,2003,10,3072,2512,[z],560,3234,2611,[z],623,566,603,1.7,8.4,6.7,[z],1.8,699,1813,698,1913,[x],[x],[x],[x],2606,[x],[x],[x],[z],[z],[z]
2003-11,2003,11,3169,2488,[z],681,2955,2337,[z],618,686,652,1.8,8.5,6.7,[z],1.8,664,1824,627,1710,[x],[x],[x],[x],2336,[x],[x],[x],[z],[z],[z]
2003-12,2003,12,3253,2479,[z],774,2759,1946,[z],813,803,720,1.8,8.7,6.8,[z],1.8,662,1817,562,1384,[x],[x],[x],[x],1945,[x],[x],[x],[z],[z],[z]
2004-01,2004,1,3196,2459,[z],737,2984,2374,[z],610,779,645,1.9,8.7,6.9,[z],1.9,691,1768,757,1617,[x],[x],[x],[x],2372,[x],[x],[x],[z],[z],[z]
2004-02,2004,2,3327,2588,[z],739,3217,2586,[z],631,762,703,1.9,8.9,6.9,[z],1.9,670,1918,592,1994,[x],[x],[x],[x],2583,[x],[x],[x],[z],[z],[z]
2004-03,2004,3,3773,2919,[z],854,4497,3624,[z],873,790,827,2,9.2,7.2,[z],2,609,2310,679,2945,[x],[x],[x],[x],3623,[x],[x],[x],[z],[z],[z]
2004-04,2004,4,3445,2654,[z],791,3456,2670,[z],786,789,785,2,9.3,7.3,[z],2,682,1972,680,1990,[x],[x],[x],[x],2665,[x],[x],[x],[z],[z],[z]
2004-05,2004,5,4062,3317,[z],745,3880,3165,[z],715,743,747,2,9.5,7.5,[z],2.1,693,2624,694,2471,[x],[x],[x],[x],3159,[x],[x],[x],[z],[z],[z]
2004-06,2004,6,3863,2932,[z],931,4195,3225,[z],970,926,994,2.1,9.8,7.7,[z],2.1,650,2282,723,2502,[x],[x],[x],[x],3218,[x],[x],[x],[z],[z],[z]
2004-07,2004,7,3957,3094,[z],863,4069,3159,[z],910,885,935,2.2,10,7.8,[z],2.2,699,2395,721,2438,[x],[x],[x],[x],3150,[x],[x],[x],[z],[z],[z]
2004-08,2004,8,4191,3132,[z],1059,4144,3022,[z],1122,971,1081,2.3,10.3,8.1,[z],2.3,712,2420,673,2349,[x],[x],[x],[x],3014,[x],[x],[x],[z],[z],[z]
2004-09,2004,9,3946,3118,[z],828,3973,3097,[z],876,964,987,2.3,10.5,8.2,[z],2.3,682,2436,685,2412,[x],[x],[x],[x],3096,[x],[x],[x],[z],[z],[z]
2004-10,2004,10,4256,3170,[z],1086,4132,3049,[z],1083,1037,1029,2.4,10.7,8.3,[z],2.4,606,2564,581,2468,[x],[x],[x],[x],3042,[x],[x],[x],[z],[z],[z]
2004-11,2004,11,4306,3224,[z],1082,4504,3406,[z],1098,1047,1082,2.5,11.1,8.5,[z],2.5,696,2528,733,2673,[x],[x],[x],[x],3399,[x],[x],[x],[z],[z],[z]
2004-12,2004,12,4247,3249,[z],998,3517,2477,[z],1040,1034,911,2.6,11.3,8.7,[z],2.6,649,2600,521,1956,[x],[x],[x],[x],2472,[x],[x],[x],[z],[z],[z]
2005-01,2005,1,4265,3239,[z],1026,3851,3048,[z],803,1087,879,2.6,11.4,8.8,[z],2.6,705,2534,774,2274,[x],[x],[x],[x],3040,[x],[x],[x],[z],[z],[z]
2005-02,2005,2,4470,3276,[z],1194,4349,3347,[z],1002,1129,1007,2.7,11.7,9,[z],2.7,594,2682,537,2810,[x],[x],[x],[x],3337,[x],[x],[x],[z],[z],[z]
2005-03,2005,3,4516,3357,[z],1159,5041,3850,[z],1191,1238,1376,2.8,11.8,9,[z],2.8,662,2695,704,3146,[x],[x],[x],[x],3843,[x],[x],[x],[z],[z],[z]
2005-04,2005,4,5288,3905,[z],1383,5428,4135,[z],1293,1396,1303,3,12.3,9.4,[z],2.9,836,3069,835,3300,[x],[x],[x],[x],4126,[x],[x],[x],[z],[z],[z]
2005-05,2005,5,5289,3777,[z],1512,5338,3803,[z],1535,1486,1572,3.2,12.6,9.5,[z],3.1,750,3027,769,3034,[x],[x],[x],[x],3793,[x],[x],[x],[z],[z],[z]
2005-06,2005,6,5667,4091,[z],1576,6115,4435,[z],1680,1609,1748,3.3,13.1,9.8,[z],3.3,830,3261,879,3556,[x],[x],[x],[x],4425,[x],[x],[x],[z],[z],[z]
2005-07,2005,7,5809,4022,[z],1787,5760,3965,[z],1795,1696,1719,3.5,13.5,10,[z],3.5,816,3206,815,3150,[x],[x],[x],[x],3943,[x],[x],[x],[z],[z],[z]
2005-08,2005,8,5823,4078,[z],1745,6112,4169,[z],1943,1754,1996,3.7,13.9,10.3,[z],3.7,775,3303,790,3379,[x],[x],[x],[x],4155,[x],[x],[x],[z],[z],[z]
2005-09,2005,9,6059,4193,[z],1866,6143,4170,[z],1973,1957,1997,4,14.5,10.5,[z],3.9,798,3395,796,3374,[x],[x],[x],[x],4155,[x],[x],[x],[z],[z],[z]
2005-10,2005,10,6388,4370,[z],2018,6348,4331,[z],2017,2155,2187,4.3,15,10.8,[z],4.2,838,3532,830,3501,[x],[x],[x],[x],4301,[x],[x],[x],[z],[z],[z]
2005-11,2005,11,6757,4374,[z],2383,7092,4642,[z],2450,2420,2533,4.6,15.6,11.1,[z],4.5,817,3557,867,3775,[x],[x],[x],[x],4603,[x],[x],[x],[z],[z],[z]
2005-12,2005,12,7258,4752,[z],2506,6012,3538,[z],2474,2480,2092,4.9,16.2,11.3,[z],4.8,844,3908,669,2869,[x],[x],[x],[x],3513,[x],[x],[x],[z],[z],[z]
2006-01,2006,1,7600,4945,[z],2655,7104,4904,[z],2200,3072,2556,5.3,16.9,11.8,[z],5.2,879,4066,1016,3888,[x],[x],[x],[x],4869,[x],[x],[x],[z],[z],[z]
2006-02,2006,2,7895,5064,[z],2831,7540,5189,[z],2351,2778,2430,5.6,17.7,12.2,[z],5.5,904,4160,825,4364,[x],[x],[x],[x],5121,[x],[x],[x],[z],[z],[z]
2006-03,2006,3,8071,5140,[z],2931,9333,6288,[z],3045,3289,3509,6.1,18.7,12.8,[z],5.9,902,4238,952,5336,[x],[x],[x],[x],6190,[x],[x],[x],[z],[z],[z]
2006-04,2006,4,8429,5053,[z],3376,7728,4764,[z],2964,3378,3211,6.6,19.2,12.9,[z],6.3,806,4247,752,4012,[x],[x],[x],[x],4649,[x],[x],[x],[z],[z],[z]
2006-05,2006,5,8949,5045,[z],3904,9484,5294,[z],4190,3584,3832,7.1,20.2,13.3,[z],6.9,806,4239,862,4432,[x],[x],[x],[x],5139,[x],[x],[x],[z],[z],[z]
2006-06,2006,6,8789,5131,[z],3658,9475,5491,[z],3984,3733,3975,7.6,21,13.5,[z],7.5,826,4305,863,4628,[x],[x],[x],[x],5290,[x],[x],[x],[z],[z],[z]
2006-07,2006,7,9092,5105,[z],3987,9101,5080,[z],4021,3991,4051,8.2,21.8,13.8,[z],8,763,4342,779,4301,[x],[x],[x],[x],4809,[x],[x],[x],[z],[z],[z]
2006-08,2006,8,9346,5238,[z],4108,9721,5174,[z],4547,4133,4667,8.8,22.6,14,[z],8.6,826,4412,821,4353,[x],[x],[x],[x],4260,[x],[x],[x],[z],[z],[z]
2006-09,2006,9,9396,5423,[z],3973,9183,5184,[z],3999,4259,4158,9.3,23.3,14.2,[z],9.1,798,4625,791,4393,[x],[x],[x],[x],1246,[x],[x],[x],[z],[z],[z]
2006-10,2006,10,9770,5503,[z],4267,10222,5739,[z],4483,4391,4694,9.9,24.2,14.5,[z],9.7,827,4676,865,4874,[x],[x],[x],[x],3,[x],[x],[x],[z],[z],[z]
2006-11,2006,11,9765,5627,[z],4138,10118,5818,[z],4300,4422,4677,10.4,24.9,14.8,[z],10.1,825,4802,846,4972,[x],[x],[x],[x],3,[x],[x],[x],[z],[z],[z]
2006-12,2006,12,10003,5867,[z],4136,8098,4218,[z],3880,4197,3467,10.7,25.4,15,[z],10.4,914,4953,705,3513,[x],[x],[x],[x],4,[x],[x],[x],[z],[z],[z]
2007-01,2007,1,9680,5429,[z],4251,9448,5642,[z],3806,4177,3527,10.9,25.9,15.1,[z],10.8,797,4632,969,4673,569,4830,648,4991,3,[x],[x],[x],[z],[z],[z]
2007-02,2007,2,9448,5540,[z],3908,8906,5645,[z],3261,3912,3449,11.2,26.2,15.2,[z],11,830,4710,753,4892,579,4944,593,5050,2,[x],[x],[x],[z],[z],[z]
2007-03,2007,3,9866,5744,[z],4122,10834,6684,[z],4150,3913,4164,11.3,26.6,15.3,[z],11.3,885,4859,906,5778,641,5071,753,5927,4,[x],[x],[x],[z],[z],[z]
2007-04,2007,4,9185,5446,[z],3739,8845,5356,[z],3489,3804,3767,11.4,26.8,15.4,[z],11.4,836,4610,788,4568,564,4876,534,4821,1,[x],[x],[x],[z],[z],[z]
2007-05,2007,5,9140,5652,[z],3488,9450,5658,[z],3792,3361,3661,11.4,26.8,15.5,[z],11.3,953,4699,958,4700,616,5041,622,5030,6,[x],[x],[x],[z],[z],[z]
2007-06,2007,6,8810,5513,[z],3297,9074,5565,[z],3509,3434,3517,11.3,26.7,15.5,[z],11.1,870,4643,885,4680,640,5014,612,4949,4,[x],[x],[x],[z],[z],[z]
2007-07,2007,7,8588,5364,[z],3224,9011,5560,[z],3451,3422,3666,11.2,26.6,15.6,[z],11,860,4504,904,4656,587,4784,569,4985,6,[x],[x],[x],[z],[z],[z]
2007-08,2007,8,9134,5483,[z],3651,9310,5269,[z],4041,3271,3603,10.9,26.5,15.6,[z],10.9,880,4603,860,4409,612,4877,572,4691,6,[x],[x],[x],[z],[z],[z]
2007-09,2007,9,8576,5414,[z],3162,7952,4891,[z],3061,3248,3205,10.7,26.2,15.5,[z],10.6,848,4566,791,4100,586,4754,523,4364,4,[x],[x],[x],[z],[z],[z]
2007-10,2007,10,8077,4982,[z],3095,8863,5445,[z],3418,3022,3349,10.4,25.8,15.5,[z],10.4,874,4108,966,4479,574,4440,626,4817,2,[x],[x],[x],[z],[z],[z]
2007-11,2007,11,8159,5262,[z],2897,8432,5397,[z],3035,3014,3160,10,25.4,15.3,[z],10.1,910,4352,926,4471,582,4631,629,4763,5,[x],[x],[x],[z],[z],[z]
2007-12,2007,12,7875,4873,[z],3002,6412,3589,[z],2823,3380,2888,9.9,25,15.2,[z],9.8,748,4125,584,3005,535,4306,405,3180,4,[x],[x],[x],[z],[z],[z]
2008-01,2008,1,8536,5288,[z],3248,8337,5398,[z],2939,3183,2657,9.6,24.7,15.1,[z],9.6,918,4370,1063,4335,656,4606,760,4636,2,[x],[x],[x],[z],[z],[z]
2008-02,2008,2,8528,5260,[z],3268,8389,5571,[z],2818,3291,2998,9.5,24.6,15.1,[z],9.5,899,4361,842,4729,617,4628,650,4916,5,[x],[x],[x],[z],[z],[z]
2008-03,2008,3,7829,4769,[z],3060,8021,5052,[z],2969,3230,3429,9.3,23.9,14.7,[z],9.2,772,3997,769,4283,513,4175,562,4483,7,[x],[x],[x],[z],[z],[z]
2008-04,2008,4,8416,5348,[z],3068,8943,5957,[z],2986,2940,2962,9.1,23.9,14.8,[z],9.1,969,4379,969,4988,618,4701,663,5286,8,[x],[x],[x],[z],[z],[z]
2008-05,2008,5,7716,5262,[z],2454,7429,4938,[z],2491,3073,3110,9,23.4,14.6,[z],8.8,850,4412,810,4128,557,4708,524,4412,2,[x],[x],[x],[z],[z],[z]
2008-06,2008,6,9264,5530,[z],3734,9539,5548,[z],3991,3138,3313,9,23.5,14.6,[z],8.9,915,4615,895,4653,669,4925,647,4899,2,[x],[x],[x],[z],[z],[z]
2008-07,2008,7,8974,5833,[z],3141,9746,6268,[z],3478,3008,3297,8.9,23.7,14.8,[z],8.9,955,4878,1032,5236,774,5080,781,5483,4,[x],[x],[x],[z],[z],[z]
2008-08,2008,8,8738,5683,[z],3055,8042,5060,[z],2982,3344,3324,8.8,23.4,14.7,[z],8.6,965,4718,908,4152,740,4954,656,4399,5,[x],[x],[x],[z],[z],[z]
2008-09,2008,9,9291,5866,[z],3425,9673,6021,[z],3652,3465,3632,8.9,23.7,15,[z],8.8,1005,4861,1052,4969,742,5058,715,5301,5,[x],[x],[x],[z],[z],[z]
2008-10,2008,10,9500,6143,[z],3357,10122,6520,[z],3602,3337,3619,8.9,24,15.2,[z],8.8,979,5164,1041,5479,763,5496,812,5702,6,[x],[x],[x],[z],[z],[z]
2008-11,2008,11,9802,6444,[z],3358,9295,6166,[z],3129,3325,3234,9,24.2,15.4,[z],8.8,986,5458,960,5206,817,5563,838,5325,3,[x],[x],[x],[z],[z],[z]
2008-12,2008,12,9957,6391,[z],3566,9015,5318,[z],3697,3478,3236,9,24.8,15.8,[z],9,972,5419,843,4475,845,5558,703,4612,3,[x],[x],[x],[z],[z],[z]
2009-01,2009,1,10122,6772,[z],3350,9431,6519,[z],2912,3799,2885,9.1,25,16,[z],9,991,5781,1100,5419,876,5920,933,5584,2,[x],[x],[x],[z],[z],[z]
2009-02,2009,2,10052,6342,[z],3710,9460,6493,[z],2967,3562,3172,9.1,25.2,16.2,[z],9,952,5390,857,5636,870,5444,885,5604,4,[x],[x],[x],[z],[z],[z]
2009-03,2009,3,9954,6225,[z],3729,11482,7575,[z],3907,3719,4073,9.2,26,16.8,[z],9.2,906,5319,956,6619,856,5329,1047,6520,8,[x],[x],[x],[z],[z],[z]
2009-04,2009,4,10154,6421,210,3523,10162,6538,192,3432,3859,3989,9.5,26.8,16.9,0.5,9.3,952,5469,916,5622,853,5530,850,5684,4,[x],[x],[x],[z],[z],[z]
2009-05,2009,5,11062,6316,701,4045,10208,5700,657,3851,4121,4033,9.7,27.8,17.1,1.1,9.6,956,5360,887,4813,843,5452,782,4915,3,[x],[x],[x],[z],[z],[z]
2009-06,2009,6,11811,6467,1059,4285,12817,6765,1141,4911,4074,4457,9.9,28.8,17.4,1.6,9.8,880,5587,921,5844,887,5551,889,5871,5,[x],[x],[x],[z],[z],[z]
2009-07,2009,7,10790,6244,1232,3314,11591,6631,1313,3647,4030,4313,10.2,29.4,17.4,2.1,9.9,968,5276,1039,5592,853,5482,831,5795,5,[x],[x],[x],[z],[z],[z]
2009-08,2009,8,12055,6166,1521,4368,11336,5602,1487,4247,4007,4012,10.3,30.1,17.5,2.4,10.2,881,5285,862,4740,795,5348,702,4897,3,[x],[x],[x],[z],[z],[z]
2009-09,2009,9,11952,6132,1690,4130,12391,6236,1717,4438,4117,4296,10.5,30.7,17.6,2.7,10.3,882,5250,932,5304,824,5237,800,5434,2,[x],[x],[x],[z],[z],[z]
2009-10,2009,10,11910,6047,1740,4123,12085,6133,1792,4160,4292,4464,10.7,31,17.5,3,10.5,934,5113,984,5149,802,5329,824,5307,2,[x],[x],[x],[z],[z],[z]
2009-11,2009,11,12339,5855,1846,4638,12405,5918,1930,4557,4522,4597,11,31.5,17.4,3.3,10.8,895,4960,898,5020,773,5085,801,5113,4,[x],[x],[x],[z],[z],[z]
2009-12,2009,12,12257,6030,1928,4299,11039,4905,1648,4486,4277,4087,11.2,31.7,17.3,3.4,11,983,5047,827,4078,763,5269,649,4252,4,[x],[x],[x],[z],[z],[z]
2010-01,2010,1,11850,5634,1949,4267,10246,5155,1505,3586,4111,2967,11.2,31.7,17,3.6,11.1,808,4826,863,4292,738,4936,763,4388,4,[x],[x],[x],[z],[z],[z]
